RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID198,CTAPC,"CT Abd/Pelv w/wo","CT Abdomen/Pelvis w and wo IV Contrast",CT,RADIOLOGY ORDERABLE, ,ABDOMEN,PELVIS, , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID56|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID218,CTHDPFX,"CT Head Perfusion Xenon w/wo","CT Head Perfusion Xenon w and wo IV Contrast",CT,RADIOLOGY ORDERABLE, ,HEAD, , , , ,PERFUSION, , , , , , , , , , , ,XENON, , , , , , ,RID10321|RID13060|0|RID9080|0|0|0|0|RID10376|0|0|0|0|0|0|0|0|0|0|0|RID11868|0|0|0|0|0|
RPID373,CTHDEA,"CT Head Angio w","CT Head Angio w IV Contrast",CT,RADIOLOGY ORDERABLE, ,HEAD, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID9080|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID379,CTNKEA,"CT Neck Angio w","CT Neck Angio w IV Contrast",CT,RADIOLOGY ORDERABLE, ,NECK, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10321|RID13060|0|RID7488|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID454,MRXX3D,"MR 3D","MR Post Processing",MR,RADIOLOGY ORDERABLE, , , , , , ,3D IMAGING PROCESSING, , , , , , , , , , , , , , , , , , ,RID10312|RID13060|0|0|0|0|0|0|RID36017|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID455,MRUECA,"MR Arm Angio w/wo","MR Upper Extremity Angio w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID457,MRABCA,"MR Abd Angio w/wo","MR Abdomen Angio w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID56|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID459,MRCHCA,"MR Chest Angio w/wo","MR Chest Angio w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,CHEST, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID461,MRHDEA,"MR Head Angio w/wo","MR Head Angio w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID462,MRHDUA,"MR Head Angio wo","MR Head Angio wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID463,MRLECA,"MR Leg Angio w/wo","MR Lower Extremity Angio w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID466,MRNKCA,"MR Neck Angio w/wo","MR Neck Angio w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,NECK, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID7488|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID467,MRNKUA,"MR Neck Angio wo","MR Neck Angio wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,NECK, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID7488|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID469,MRPLCA,"MR Pelv Angio w/wo","MR Pelvis Angio w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,ANGIOGRAPHY, , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|RID10371|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID472,MRFAU,"MR Forearm wo","MR Forearm wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,FOREARM, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2107|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID473,MRABU,"MR Abd wo","MR Abdomen wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID474,MRABC,"MR Abd w/wo","MR Abdomen w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID475,MRABE,"MR Abd w","MR Abdomen w IV Contrast",MR,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID476,MRBMU,"MR Bone Marrow wo","MR Bone Marrow wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,BONE, , , , , , , , , ,BONE MARROW, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID13197|0|0|0|0|0|0|0|0|0|RID38594|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID478,MRBPU,"MR Brachial Plexus wo","MR Brachial Plexus wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,BRACHIAL PLEXUS, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID7202|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID479,MRHDU,"MR Head wo","MR Head wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,BRAIN, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID6434|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID480,MRHDC,"MR Head w/wo","MR Head w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,BRAIN, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID6434|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID481,MRHDE,"MR Head w","MR Head w IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,BRAIN, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID6434|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID486,MRCFU,"MR Calf wo","MR Calf wo IV contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,CALF, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID38595|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID487,MRCSC,"MR C-Spine w/wo","MR Cervical Spine w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,CERVICAL SPINE, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID34571|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID488,MRCSE,"MR C-Spine w","MR Cervical Spine w IV Contrast",MR,RADIOLOGY ORDERABLE, ,CERVICAL SPINE, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID34571|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID489,MRCHU,"MR Chest wo","MR Chest wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID490,MRCHC,"MR Chest w/wo","MR Chest w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID491,MRCHE,"MR Chest w","MR Chest w IV Contrast",MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID492,MRFIU,"MR Finger wo","MR Finger wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,FINGER, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2391|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID493,MRFTU,"MR Foot wo","MR Foot wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,FOOT, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28829|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID494,MRHNU,"MR Hand wo","MR Hand wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,HAND, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2318|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID495,MRLEE,"MR Leg w","MR Lower Extremity w IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID496,MRLEU,"MR Leg wo","MR Lower Extremity wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID497,MRLEAR,"MR Leg Arthrogram","MR Lower Extremity Arthrogram",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , ,ARTHROGRAPHY, , , , ,JOINT, , , , , , , , , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|RID10373|0|0|0|0|RID6122|0|0|0|0|0|0|0|0|0|0|0|0|
RPID498,MRLECJT,"MR Leg Joint w/wo","MR Lower Extremity Joint w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,JOINT, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID6122|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID499,MRLEUJT,"MR Leg Joint wo","MR Lower Extremity Joint wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,JOINT, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID6122|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID500,MRLSC,"MR L-Spine w/wo","MR Lumbar Spine w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID501,MRLSE,"MR L-Spine w","MR Lumbar Spine w IV Contrast",MR,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID502,MRMDU,"MR Mediastinum wo","MR Mediastinum wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,MEDIASTINUM, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1384|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID503,MRMDC,"MR Mediastinum w/wo","MR Mediastinum w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,MEDIASTINUM, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1384|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID505,MRORE,"MR Orbits w","MR Orbits w IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,ORBITS, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID506,MRFCE,"MR Face w","MR Face w IV Contrast",MR,RADIOLOGY ORDERABLE, ,FACE, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID507,MRNKU,"MR Neck wo","MR Neck wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID508,MRORU,"MR Orbits wo","MR Orbits wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,ORBITS, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID509,MRFCU,"MR Face wo","MR Face wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,FACE, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID510,MRNKC,"MR Neck w/wo","MR Neck w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID511,MRORC,"MR Orbits w/wo","MR Orbits w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,ORBITS, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID28601|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID512,MRFCC,"MR Face w/wo","MR Face w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,FACE, , , , , , , , , , , , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID13284|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID513,MRAKU,"MR Ankle wo","MR Ankle wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,ANKLE, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID514,MRAKC,"MR Ankle w/wo","MR Ankle w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,ANKLE, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID515,MRAKE,"MR Ankle w","MR Ankle w IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,ANKLE, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID28545|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID516,MRELU,"MR Elbow wo","MR Elbow wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,ELBOW, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID517,MRELC,"MR Elbow w/wo","MR Elbow w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,ELBOW, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID518,MRELE,"MR Elbow w","MR Elbow w IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,ELBOW, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2010|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID519,MRHPU,"MR Hip wo","MR Hip wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,HIP, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID520,MRHPC,"MR Hip w/wo","MR Hip w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,HIP, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID521,MRHPE,"MR Hip w","MR Hip w IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,HIP, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2639|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID522,MRKNU,"MR Knee wo","MR Knee wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,KNEE, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID523,MRKNC,"MR Knee w/wo","MR Knee w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,KNEE, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID524,MRKNE,"MR Knee w","MR Knee w IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,KNEE, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2743|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID525,MRSHU,"MR Shoulder wo","MR Shoulder wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,SHOULDER, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID1852|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID526,MRSHC,"MR Shoulder w/wo","MR Shoulder w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,SHOULDER, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID1852|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID527,MRSHE,"MR Shoulder w","MR Shoulder w IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,SHOULDER, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID1852|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID528,MRWRU,"MR Wrist wo","MR Wrist wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,WRIST, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2177|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID529,MRWRC,"MR Wrist w/wo","MR Wrist w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,WRIST, , , , , , ,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2177|0|0|0|0|0|0|RID28771|0|0|0|0|0|
RPID530,MRWRE,"MR Wrist w","MR Wrist w IV Contrast",MR,RADIOLOGY ORDERABLE, ,UPPER EXTREMITY, , , , , , , , , ,WRIST, , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID1850|0|0|0|0|0|0|0|0|0|RID2177|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID531,MRPLU,"MR Pelv wo","MR Pelvis wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID532,MRPLCCL,"MR Pelv Rec Coil w/wo","MR Pelvis Rectal Coil w and wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , ,RECTAL COIL,WITHOUT THEN WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10809|RID28771|0|0|0|0|0|
RPID533,MRPLECL,"MR Pelv Rec Coil w","MR Pelvis Rectal Coil w IV Contrast",MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , ,RECTAL COIL,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10809|RID28769|0|0|0|0|0|
RPID534,MRPLE,"MR Pelv w","MR Pelvis w IV Contrast",MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , , , , , , , , ,WITH IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28769|0|0|0|0|0|
RPID536,MRPLUURCL,"MR Pelv Urethra Vag Coil wo","MR Pelvis Urethra Vaginal Coil wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,PELVIS, , , , , , , , , ,URETHRA, , , , , ,VAGINAL COIL,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2507|0|0|0|0|0|0|0|0|0|RID34890|0|0|0|0|0|RID38596|RID28768|0|0|0|0|0|
RPID541,MRLSU,"MR L-Spine wo","MR Lumbar Spine wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LUMBAR SPINE, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID34573|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID542,MRTSU,"MR T-Spine wo","MR Thoracic Spine wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,THORACIC SPINE, , , , , , , , , , , , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID28677|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID28768|0|0|0|0|0|
RPID543,MRTHU,"MR Thigh wo","MR Thigh wo IV Contrast",MR,RADIOLOGY ORDERABLE, ,LOWER EXTREMITY, , , , , , , , , ,THIGH, , , , , , ,WITHOUT IV CONTRAST, , , , , , ,RID10312|RID13060|0|RID2638|0|0|0|0|0|0|0|0|0|RID2660|0|0|0|0|0|0|RID28768|0|0|0|0|0|
